Estudiante_ID,Edad,Genero,Comuna,Nota_Matemáticas,Nota_Lenguaje,Nota_Ciencias
5337,20,masculino,Lota,85,18,77
5338,28,prefiero no decirlo,Coronel,70,62,97
5339,24,femenino,Hualpén,10,78,57
5340,27,femenino,Coronel,15,85,90
5341,29,masculino,Penco,76,29,49
5342,22,femenino,Hualpén,94,92,10
5343,19,femenino,Lota,62,27,68
5344,23,masculino,San Pedro,86,62,5
5345,20,prefiero no decirlo,Concepción,34,97,96
5346,27,prefiero no decirlo,Coronel,76,2,80
5347,28,femenino,Penco,60,38,9
5348,18,femenino,Coronel,61,84,83
5349,24,femenino,Arauco,14,86,66
5350,21,femenino,Penco,46,43,61
5351,25,masculino,San Pedro,31,26,45
5352,22,prefiero no decirlo,Hualpén,69,24,35
5353,27,prefiero no decirlo,San Pedro,58,72,3
5354,23,femenino,Hualpén,77,2,39
5355,24,prefiero no decirlo,Penco,99,88,6
5356,18,prefiero no decirlo,Coronel,73,61,96
5357,19,prefiero no decirlo,Hualpén,17,12,90
5358,18,masculino,San Pedro,86,64,88
5359,23,prefiero no decirlo,Arauco,35,6,89
5360,26,femenino,San Pedro,61,15,60
5361,18,femenino,Tomé,37,46,99
5362,27,femenino,Hualpén,39,84,16
5363,26,masculino,San Pedro,85,49,53
5364,29,prefiero no decirlo,Lota,98,77,66
5365,22,prefiero no decirlo,San Pedro,70,66,64
5366,23,femenino,San Pedro,89,55,45
5367,22,masculino,Hualpén,18,8,42
5368,19,femenino,Coronel,92,63,17
5369,24,prefiero no decirlo,San Pedro,77,50,72
5370,26,prefiero no decirlo,Tomé,74,68,58
5371,23,femenino,Lota,19,71,2
5372,19,masculino,Tomé,89,91,74
5373,23,prefiero no decirlo,Hualpén,95,33,24
5374,28,masculino,Hualpén,59,78,63
5375,26,masculino,Concepción,33,7,34
5376,26,prefiero no decirlo,Lota,1,5,3
5377,18,femenino,Tomé,10,30,52
5378,20,femenino,Lota,69,93,87
5379,27,femenino,Lota,50,39,82
5380,29,masculino,Tomé,99,52,98
5381,28,masculino,Tomé,84,16,17
5382,28,prefiero no decirlo,Lota,53,87,41
5383,23,prefiero no decirlo,San Pedro,14,54,13
5384,29,femenino,Lota,23,27,3
5385,20,masculino,Coronel,5,56,7
5386,25,masculino,Lota,56,22,64
5387,27,prefiero no decirlo,Penco,58,31,73
5388,26,prefiero no decirlo,Coronel,74,50,99
5389,26,femenino,Hualpén,86,80,68
5390,25,prefiero no decirlo,Penco,1,14,50
5391,24,prefiero no decirlo,Penco,48,26,96
5392,19,femenino,Concepción,66,56,68
5393,29,femenino,Hualpén,85,13,83
5394,29,femenino,Penco,92,35,56
5395,27,prefiero no decirlo,Arauco,40,58,5
5396,20,prefiero no decirlo,Hualpén,10,69,58
5397,22,prefiero no decirlo,Concepción,41,39,60
5398,27,prefiero no decirlo,Arauco,39,91,30
5399,20,femenino,Lota,20,68,8
5400,25,prefiero no decirlo,Lota,59,89,51
5401,19,prefiero no decirlo,Concepción,93,58,27
5402,27,prefiero no decirlo,Tomé,94,41,9
5403,28,prefiero no decirlo,Concepción,75,62,43
5404,18,prefiero no decirlo,Penco,13,32,62
5405,25,femenino,Lota,28,18,8
5406,20,prefiero no decirlo,Lota,64,28,81
5407,19,prefiero no decirlo,Tomé,50,31,12
5408,25,masculino,Penco,19,97,48
5409,18,prefiero no decirlo,Penco,23,56,57
5410,23,masculino,Penco,19,65,13
5411,22,femenino,Penco,24,40,64
5412,22,masculino,Concepción,6,4,33
5413,18,masculino,San Pedro,29,57,49
5414,24,femenino,Tomé,50,96,1
5415,20,masculino,Lota,8,24,42
5416,27,femenino,Tomé,95,18,30
5417,18,femenino,Arauco,35,37,71
5418,28,masculino,Lota,93,68,42
5419,26,femenino,Tomé,52,28,97
5420,24,prefiero no decirlo,Coronel,42,60,41
5421,18,femenino,Hualpén,81,45,65
5422,29,femenino,Arauco,41,12,51
5423,25,femenino,Penco,20,77,16
5424,27,prefiero no decirlo,Coronel,58,75,20
5425,21,prefiero no decirlo,Coronel,82,71,19
5426,24,prefiero no decirlo,Penco,57,62,80
5427,25,femenino,Tomé,61,29,46
5428,19,femenino,Coronel,49,8,17
5429,28,masculino,Penco,68,77,55
5430,18,masculino,Tomé,10,23,30
5431,22,masculino,Arauco,26,53,44
5432,28,prefiero no decirlo,San Pedro,18,15,62
5433,27,masculino,San Pedro,13,85,25
5434,25,prefiero no decirlo,Arauco,57,44,98
5435,23,femenino,Arauco,92,87,79
5436,21,masculino,Penco,82,26,76
5437,22,femenino,Coronel,48,97,54
5438,29,femenino,Hualpén,42,54,72
5439,19,prefiero no decirlo,Tomé,42,88,38
5440,25,prefiero no decirlo,Penco,14,36,65
5441,24,femenino,Hualpén,51,1,19
5442,25,femenino,Hualpén,78,75,57
5443,20,femenino,Coronel,18,76,77
5444,23,masculino,Coronel,19,42,39
5445,22,masculino,Tomé,87,20,60
5446,22,masculino,Penco,95,9,55
5447,18,masculino,Hualpén,58,21,94
5448,22,prefiero no decirlo,San Pedro,28,64,25
5449,27,femenino,Lota,34,49,59
5450,21,femenino,Tomé,17,75,87
5451,23,prefiero no decirlo,Penco,78,71,22
5452,22,prefiero no decirlo,Coronel,25,19,79
5453,25,femenino,San Pedro,66,72,21
5454,19,femenino,Tomé,45,33,84
5455,23,prefiero no decirlo,Tomé,89,6,14
5456,27,prefiero no decirlo,Concepción,75,22,28
5457,28,prefiero no decirlo,Arauco,16,30,97
5458,19,prefiero no decirlo,Lota,78,62,6
5459,22,masculino,San Pedro,11,85,22
5460,23,femenino,Hualpén,57,29,79
5461,25,femenino,Arauco,2,3,64
5462,29,femenino,Lota,65,4,15
5463,25,prefiero no decirlo,San Pedro,6,96,14
5464,20,masculino,Penco,30,11,97
5465,27,masculino,Arauco,24,19,20
5466,18,masculino,Arauco,83,13,17
5467,27,masculino,Lota,44,49,12
5468,28,prefiero no decirlo,Tomé,13,58,60
5469,23,masculino,Concepción,96,37,61
5470,21,prefiero no decirlo,Lota,89,18,24
5471,20,femenino,San Pedro,57,34,6
5472,25,femenino,Penco,73,80,99
5473,26,masculino,Coronel,64,65,2
5474,23,femenino,Concepción,84,16,9
5475,23,prefiero no decirlo,Tomé,36,75,92
5476,18,prefiero no decirlo,Concepción,54,50,79
5477,24,prefiero no decirlo,San Pedro,6,2,59
5478,25,masculino,Penco,37,43,88
5479,27,prefiero no decirlo,Concepción,74,35,41
5480,18,femenino,Tomé,54,1,19
5481,22,masculino,Tomé,81,60,88
5482,27,prefiero no decirlo,Coronel,76,83,97
5483,24,prefiero no decirlo,Lota,71,50,3
5484,20,prefiero no decirlo,Coronel,73,30,78
5485,22,masculino,Penco,60,87,38
5486,22,prefiero no decirlo,San Pedro,87,69,11
5487,22,masculino,Hualpén,19,27,88
5488,24,femenino,San Pedro,47,16,39
5489,26,masculino,Coronel,80,94,51
5490,27,prefiero no decirlo,Coronel,16,26,89
5491,25,femenino,Hualpén,19,57,81
5492,20,prefiero no decirlo,Arauco,88,48,33
5493,27,prefiero no decirlo,Penco,50,89,75
5494,27,masculino,Tomé,58,60,29
5495,29,femenino,Hualpén,89,44,31
5496,25,prefiero no decirlo,Tomé,24,33,53
5497,25,masculino,Coronel,42,82,56
5498,23,femenino,Tomé,47,53,77
5499,25,prefiero no decirlo,Arauco,9,82,54
5500,19,masculino,Hualpén,64,97,37
5501,18,masculino,Arauco,49,80,84
5502,27,masculino,Coronel,28,73,99
5503,20,masculino,Lota,10,22,16
5504,23,prefiero no decirlo,Concepción,6,73,69
5505,28,femenino,Hualpén,89,64,45
5506,29,masculino,Lota,38,77,55
5507,24,femenino,San Pedro,97,22,60
5508,26,prefiero no decirlo,Concepción,12,54,72
5509,21,femenino,Lota,41,58,16
5510,26,femenino,Penco,60,80,95
5511,22,prefiero no decirlo,Tomé,46,12,72
5512,29,masculino,Concepción,55,19,98
5513,29,prefiero no decirlo,Hualpén,11,80,77
5514,29,masculino,Concepción,17,63,34
5515,27,femenino,Tomé,96,18,88
5516,25,prefiero no decirlo,Lota,86,98,86
5517,29,masculino,Coronel,78,65,67
5518,23,masculino,Penco,91,8,44
5519,29,femenino,Concepción,88,52,99
5520,29,masculino,Concepción,20,54,14
5521,22,prefiero no decirlo,Concepción,8,42,59
5522,18,masculino,Tomé,48,1,67
5523,18,prefiero no decirlo,Arauco,9,61,72
5524,19,masculino,Lota,20,72,3
5525,23,femenino,Concepción,39,28,5
5526,29,femenino,Concepción,86,19,21
5527,22,masculino,Coronel,4,99,86
5528,22,femenino,Lota,23,58,88
5529,28,femenino,Coronel,98,52,87
5530,21,femenino,Concepción,62,58,86
5531,18,masculino,Hualpén,36,91,90
5532,26,prefiero no decirlo,Hualpén,84,86,7
5533,28,prefiero no decirlo,Concepción,12,13,98
5534,22,prefiero no decirlo,Tomé,31,46,27
5535,27,masculino,Lota,10,82,36
5536,25,prefiero no decirlo,San Pedro,18,85,82
5537,21,masculino,Coronel,74,32,63
5538,27,masculino,San Pedro,9,25,13
5539,19,prefiero no decirlo,San Pedro,20,18,23
5540,26,prefiero no decirlo,Hualpén,22,21,46
5541,23,masculino,Tomé,6,3,48
5542,26,masculino,Arauco,37,6,53
5543,25,femenino,Coronel,87,63,84
5544,18,masculino,Coronel,3,81,91
5545,18,prefiero no decirlo,Hualpén,80,78,50
5546,24,masculino,Lota,15,72,72
5547,21,prefiero no decirlo,Hualpén,39,24,1
5548,22,prefiero no decirlo,Coronel,13,54,74
5549,26,prefiero no decirlo,Hualpén,60,80,37
5550,23,femenino,Hualpén,59,57,13
5551,19,femenino,Arauco,11,28,49
5552,25,femenino,Arauco,85,11,23
5553,24,femenino,Hualpén,37,30,22
5554,18,masculino,Coronel,90,73,39
5555,22,prefiero no decirlo,Tomé,55,52,6
5556,27,masculino,Lota,49,7,86
5557,24,prefiero no decirlo,Penco,95,45,44
5558,25,femenino,Arauco,53,98,26
5559,20,femenino,Arauco,97,90,52
5560,28,femenino,Penco,29,84,29
5561,24,femenino,Lota,91,35,63
5562,20,masculino,Tomé,81,73,15
5563,27,prefiero no decirlo,Lota,71,28,53
5564,25,masculino,Lota,42,26,39
5565,27,femenino,Arauco,20,52,49
5566,28,masculino,Arauco,44,15,92
5567,22,femenino,Coronel,61,92,60
5568,29,masculino,Penco,61,31,73
5569,19,femenino,Coronel,87,51,87
5570,23,masculino,Lota,77,69,37
5571,25,femenino,Hualpén,18,67,78
5572,25,femenino,Penco,9,97,82
5573,25,masculino,Tomé,87,18,32
5574,28,femenino,Penco,45,44,66
5575,18,masculino,Concepción,97,76,8
5576,20,femenino,San Pedro,66,4,39
5577,18,prefiero no decirlo,Arauco,82,61,67
5578,22,femenino,Lota,91,69,19
5579,28,femenino,Concepción,78,7,33
5580,23,prefiero no decirlo,Concepción,94,62,7
5581,28,prefiero no decirlo,Tomé,63,23,32
5582,23,masculino,Lota,99,87,35
5583,24,prefiero no decirlo,Coronel,95,76,48
5584,18,prefiero no decirlo,Arauco,52,40,77
5585,25,femenino,San Pedro,57,58,79
5586,28,masculino,Coronel,44,33,32
5587,23,prefiero no decirlo,Lota,35,28,32
5588,29,femenino,Penco,62,19,73
5589,24,masculino,Coronel,58,20,3
5590,27,masculino,Hualpén,6,77,84
5591,29,masculino,Hualpén,35,8,38
5592,26,prefiero no decirlo,Concepción,38,73,49
5593,19,masculino,Tomé,54,35,53
5594,27,masculino,Hualpén,92,97,54
5595,20,masculino,Concepción,77,35,85
5596,22,femenino,Tomé,62,77,69
5597,27,prefiero no decirlo,Coronel,22,32,4
5598,21,femenino,Lota,56,63,72
5599,20,prefiero no decirlo,Concepción,21,82,12
5600,19,prefiero no decirlo,San Pedro,8,5,84
5601,22,prefiero no decirlo,Arauco,54,74,61
5602,22,prefiero no decirlo,Lota,32,65,93
5603,20,femenino,San Pedro,37,3,45
5604,23,masculino,Concepción,88,8,72
5605,21,masculino,Penco,77,21,18
5606,29,masculino,Coronel,6,59,67
5607,23,femenino,Concepción,46,51,60
5608,23,femenino,Concepción,21,81,51
5609,28,femenino,Penco,73,86,60
5610,29,prefiero no decirlo,Hualpén,24,11,66
5611,26,masculino,Arauco,40,85,14
5612,24,prefiero no decirlo,Coronel,98,41,47
5613,26,masculino,Penco,74,99,45
5614,20,masculino,Penco,58,85,9
5615,20,masculino,Hualpén,34,89,87
5616,22,femenino,Concepción,23,58,10
5617,28,masculino,Tomé,50,24,56
5618,19,prefiero no decirlo,Coronel,62,82,24
5619,19,prefiero no decirlo,Coronel,2,45,14
5620,29,masculino,Tomé,60,78,83
5621,20,femenino,Hualpén,27,39,14
5622,26,masculino,Tomé,58,13,27
5623,27,masculino,Tomé,40,49,63
5624,24,masculino,Lota,96,79,13
5625,28,masculino,Hualpén,14,9,49
5626,20,femenino,San Pedro,54,15,72
5627,29,prefiero no decirlo,Tomé,31,90,83
5628,23,prefiero no decirlo,Arauco,74,26,33
5629,20,prefiero no decirlo,Hualpén,95,47,34
5630,20,masculino,Hualpén,8,52,25
5631,25,femenino,Penco,45,83,1
5632,25,femenino,San Pedro,93,59,8
5633,21,masculino,Coronel,27,71,4
5634,29,femenino,San Pedro,43,32,94
5635,22,masculino,Hualpén,6,60,9
5636,18,prefiero no decirlo,Tomé,44,88,35
5637,19,masculino,Concepción,27,27,93
5638,25,femenino,Tomé,22,88,18
5639,21,masculino,Lota,72,82,59
5640,20,prefiero no decirlo,Penco,76,25,33
5641,26,masculino,Arauco,60,54,90
5642,25,masculino,Arauco,60,26,10
5643,20,prefiero no decirlo,San Pedro,72,5,1
5644,19,masculino,Lota,39,45,31
5645,24,prefiero no decirlo,San Pedro,30,67,5
5646,21,prefiero no decirlo,Tomé,53,58,73
5647,18,prefiero no decirlo,Arauco,79,48,41
5648,21,masculino,Penco,15,79,88
5649,18,femenino,Tomé,97,78,47
5650,23,masculino,Concepción,82,48,65
5651,22,femenino,Coronel,44,99,65
5652,25,masculino,Arauco,44,69,83
5653,28,masculino,Lota,1,17,3
5654,21,prefiero no decirlo,San Pedro,85,59,84
5655,21,femenino,Lota,61,23,96
5656,18,prefiero no decirlo,Arauco,58,80,14
5657,25,femenino,San Pedro,76,25,65
5658,23,masculino,Concepción,78,79,74
5659,29,masculino,Lota,68,95,21
5660,19,prefiero no decirlo,San Pedro,52,35,52
5661,19,femenino,Hualpén,14,15,45
5662,28,femenino,San Pedro,8,3,57
5663,28,masculino,San Pedro,16,14,3
5664,23,masculino,Hualpén,2,87,47
5665,27,prefiero no decirlo,Coronel,53,34,99
5666,20,masculino,Arauco,30,13,49
5667,24,femenino,Concepción,35,67,46
5668,28,masculino,Hualpén,80,13,51
5669,22,masculino,Coronel,68,9,82
5670,25,femenino,Concepción,8,24,11
5671,27,masculino,Arauco,65,2,20
5672,24,prefiero no decirlo,Arauco,92,60,72
5673,19,prefiero no decirlo,Concepción,45,89,26
5674,28,masculino,Arauco,84,20,28
5675,18,masculino,Tomé,89,78,76
5676,19,masculino,Tomé,70,41,81
5677,19,femenino,Coronel,43,50,48
5678,25,prefiero no decirlo,Tomé,13,23,40
5679,28,femenino,Tomé,2,10,28
5680,26,prefiero no decirlo,San Pedro,3,42,41
5681,19,prefiero no decirlo,Coronel,47,77,94
5682,25,femenino,San Pedro,14,9,40
5683,20,prefiero no decirlo,Hualpén,55,80,46
5684,26,femenino,Hualpén,37,51,15
5685,22,masculino,Hualpén,3,97,60
5686,20,prefiero no decirlo,Arauco,77,60,6
5687,20,masculino,Coronel,35,42,65
5688,29,masculino,Tomé,1,4,36
5689,26,prefiero no decirlo,Arauco,94,69,36
5690,23,prefiero no decirlo,Hualpén,51,83,27
5691,29,masculino,Coronel,46,56,69
5692,28,masculino,Concepción,69,59,11
5693,29,femenino,Penco,38,87,12
5694,24,prefiero no decirlo,Concepción,66,42,21
5695,26,femenino,San Pedro,14,56,38
5696,22,prefiero no decirlo,Arauco,74,54,15
5697,21,prefiero no decirlo,Lota,25,98,87
5698,18,masculino,Arauco,80,32,61
5699,19,prefiero no decirlo,Coronel,68,5,55
5700,21,femenino,Concepción,74,87,36
5701,21,masculino,San Pedro,55,59,98
5702,23,masculino,San Pedro,48,63,24
5703,24,prefiero no decirlo,Hualpén,6,99,36
5704,18,femenino,Arauco,85,50,3
5705,27,prefiero no decirlo,San Pedro,29,79,18
5706,21,prefiero no decirlo,San Pedro,23,44,10
5707,23,masculino,Penco,10,87,90
5708,20,masculino,Concepción,92,97,46
5709,23,prefiero no decirlo,San Pedro,90,4,45
5710,18,femenino,Penco,49,21,23
5711,18,masculino,Concepción,4,94,99
5712,22,femenino,San Pedro,14,43,79
5713,21,femenino,Coronel,36,26,36
5714,29,femenino,Penco,53,25,46
5715,28,masculino,Concepción,85,99,14
5716,22,prefiero no decirlo,Hualpén,31,74,90
5717,28,femenino,Coronel,35,10,64
5718,29,femenino,Tomé,99,31,8
5719,21,prefiero no decirlo,Concepción,21,88,44
5720,23,prefiero no decirlo,Coronel,36,79,97
5721,19,femenino,Arauco,81,3,16
5722,29,prefiero no decirlo,Coronel,78,71,47
5723,25,femenino,Penco,45,11,75
5724,28,prefiero no decirlo,Hualpén,71,17,32
5725,20,femenino,Lota,18,85,82
5726,25,prefiero no decirlo,Coronel,15,61,80
5727,24,prefiero no decirlo,Arauco,35,34,25
5728,24,prefiero no decirlo,Arauco,50,88,61
5729,22,masculino,Penco,6,82,86
5730,18,femenino,Arauco,5,57,54
5731,24,prefiero no decirlo,Concepción,14,18,70
5732,23,masculino,Arauco,48,48,33
5733,29,femenino,Lota,15,7,5
5734,22,masculino,Penco,89,20,19
5735,22,masculino,Hualpén,53,65,93
5736,24,masculino,Penco,85,78,5
5737,27,masculino,San Pedro,86,22,34
5738,20,prefiero no decirlo,Penco,12,88,53
5739,23,masculino,Tomé,11,68,34
5740,24,masculino,Penco,20,21,11
5741,23,femenino,Hualpén,20,35,21
5742,21,masculino,Concepción,75,12,8
5743,23,femenino,Hualpén,65,18,13
5744,21,femenino,San Pedro,51,43,99
5745,29,prefiero no decirlo,Hualpén,67,50,37
5746,19,prefiero no decirlo,Arauco,71,92,38
5747,24,femenino,Penco,36,98,46
5748,21,femenino,Tomé,5,1,18
5749,19,prefiero no decirlo,Hualpén,51,33,50
5750,29,prefiero no decirlo,Tomé,31,46,64
5751,27,femenino,Concepción,63,24,50
5752,28,femenino,Lota,92,14,18
5753,26,prefiero no decirlo,Lota,38,28,80
5754,27,masculino,Coronel,97,1,35
5755,27,masculino,Coronel,25,48,52
5756,20,masculino,Arauco,24,34,96
5757,20,femenino,Tomé,67,39,15
5758,28,prefiero no decirlo,Tomé,66,9,84
5759,29,femenino,Tomé,60,51,59
5760,18,prefiero no decirlo,Concepción,52,86,7
5761,19,masculino,Lota,75,69,15
5762,19,prefiero no decirlo,Coronel,6,39,20
5763,24,femenino,Concepción,43,63,58
5764,26,femenino,Penco,23,95,37
5765,28,femenino,Lota,93,16,11
5766,18,prefiero no decirlo,Hualpén,16,77,61
5767,20,masculino,Penco,42,62,95
5768,24,femenino,Concepción,77,84,87
5769,25,prefiero no decirlo,San Pedro,15,87,54
5770,25,femenino,Concepción,5,64,40
5771,28,masculino,Concepción,20,71,99
5772,26,femenino,San Pedro,75,14,90
5773,22,prefiero no decirlo,Tomé,23,79,95
5774,29,femenino,Tomé,45,81,6
5775,27,prefiero no decirlo,Penco,16,74,49
5776,22,femenino,Concepción,15,25,42
5777,29,masculino,Arauco,63,90,76
5778,22,femenino,Penco,93,35,84
5779,21,prefiero no decirlo,Lota,61,67,58
5780,20,masculino,Arauco,94,49,28
5781,19,prefiero no decirlo,Arauco,20,32,98
5782,25,femenino,San Pedro,54,25,7
5783,28,masculino,Lota,36,83,17
5784,26,femenino,Arauco,12,55,33
5785,27,prefiero no decirlo,San Pedro,99,87,81
5786,26,prefiero no decirlo,Coronel,74,43,49
5787,22,femenino,Penco,8,25,86
5788,18,femenino,Hualpén,94,62,35
5789,22,masculino,Tomé,54,52,45
5790,28,prefiero no decirlo,Arauco,60,40,90
5791,24,femenino,Penco,39,86,64
5792,23,prefiero no decirlo,Concepción,24,44,49
5793,26,prefiero no decirlo,Hualpén,84,63,53
5794,24,femenino,Penco,85,4,53
5795,27,prefiero no decirlo,Lota,22,4,54
5796,27,prefiero no decirlo,Hualpén,74,63,32
5797,26,masculino,Lota,26,87,37
5798,27,prefiero no decirlo,Coronel,10,10,87
5799,18,masculino,Lota,38,13,58
5800,18,masculino,Hualpén,19,65,92
5801,24,masculino,Tomé,44,29,34
5802,24,femenino,Lota,9,63,66
5803,19,masculino,Penco,70,2,45
5804,25,prefiero no decirlo,San Pedro,19,84,54
5805,26,prefiero no decirlo,Lota,67,2,97
5806,23,prefiero no decirlo,Tomé,25,8,76
5807,26,prefiero no decirlo,Tomé,6,56,24
5808,23,prefiero no decirlo,Concepción,1,35,48
5809,28,masculino,San Pedro,11,31,29
5810,24,prefiero no decirlo,San Pedro,44,12,66
5811,23,prefiero no decirlo,San Pedro,94,62,12
5812,27,prefiero no decirlo,Concepción,73,5,4
5813,28,masculino,San Pedro,56,81,85
5814,22,femenino,Coronel,57,60,2
5815,20,prefiero no decirlo,Lota,48,36,7
5816,24,prefiero no decirlo,Penco,78,2,59
5817,21,femenino,Penco,30,10,83
5818,26,femenino,Tomé,57,9,64
5819,28,prefiero no decirlo,Hualpén,70,69,50
5820,19,femenino,Lota,99,6,98
5821,26,femenino,San Pedro,79,39,49
5822,21,prefiero no decirlo,Coronel,7,22,5
5823,24,femenino,Concepción,81,29,36
5824,22,prefiero no decirlo,Lota,24,17,59
5825,24,masculino,San Pedro,75,61,24
5826,26,masculino,Tomé,42,1,66
5827,20,femenino,Concepción,53,7,68
5828,22,prefiero no decirlo,Tomé,20,86,71
5829,22,prefiero no decirlo,Lota,22,20,36
5830,26,prefiero no decirlo,Hualpén,3,44,87
5831,18,femenino,Concepción,12,48,9
5832,20,femenino,Arauco,45,8,86
5833,25,femenino,Lota,81,27,78
5834,26,femenino,Concepción,5,46,23
5835,28,masculino,Arauco,68,65,4
5836,24,prefiero no decirlo,Lota,38,49,55
5837,27,masculino,Coronel,64,19,94
5838,27,femenino,Penco,43,87,55
5839,25,prefiero no decirlo,Lota,10,6,42
5840,26,masculino,Concepción,76,92,28
5841,22,prefiero no decirlo,Tomé,56,36,57
5842,19,femenino,Coronel,81,89,97
5843,21,femenino,Hualpén,44,35,26
5844,22,prefiero no decirlo,Tomé,19,60,80
5845,29,femenino,Coronel,57,97,19
5846,20,prefiero no decirlo,Arauco,86,9,29
5847,21,prefiero no decirlo,Coronel,29,70,58
5848,18,femenino,Lota,32,29,6
5849,25,femenino,Coronel,96,88,2
5850,19,femenino,Penco,12,75,49
5851,27,masculino,Lota,97,66,36
5852,29,masculino,Coronel,38,59,23
5853,28,femenino,Tomé,18,69,9
5854,25,prefiero no decirlo,Lota,1,75,72
5855,25,prefiero no decirlo,Lota,18,93,58
5856,21,masculino,Lota,60,58,80
5857,29,masculino,Penco,75,23,23
5858,24,prefiero no decirlo,Lota,80,44,5
5859,28,masculino,Coronel,66,3,18
5860,18,prefiero no decirlo,Concepción,60,7,41
5861,20,femenino,Penco,94,97,33
5862,18,masculino,San Pedro,21,1,68
5863,28,masculino,Lota,68,83,23
5864,22,prefiero no decirlo,Concepción,28,27,60
5865,25,femenino,Hualpén,7,5,49
5866,20,masculino,Concepción,50,63,40
5867,27,femenino,Tomé,56,44,62
5868,25,prefiero no decirlo,San Pedro,45,37,30
5869,18,masculino,Arauco,76,64,3
5870,21,femenino,Concepción,96,80,48
5871,29,prefiero no decirlo,Coronel,92,21,83
5872,25,prefiero no decirlo,Concepción,29,5,11
5873,21,femenino,Coronel,87,91,18
5874,20,femenino,San Pedro,45,49,79
5875,28,femenino,Penco,54,45,59
5876,29,masculino,San Pedro,31,52,32
5877,21,prefiero no decirlo,Arauco,29,24,65
5878,20,masculino,Concepción,94,49,86
5879,24,femenino,Tomé,55,90,50
5880,25,masculino,Tomé,52,38,48
5881,23,femenino,Arauco,47,47,82
5882,28,masculino,Coronel,90,38,97
5883,24,prefiero no decirlo,Tomé,62,32,63
5884,20,femenino,Concepción,73,10,95
5885,20,masculino,Concepción,61,73,12
5886,20,masculino,Concepción,96,85,65
5887,26,femenino,San Pedro,58,79,94
5888,22,prefiero no decirlo,Hualpén,81,23,83
5889,19,prefiero no decirlo,Concepción,98,8,46
5890,28,femenino,Tomé,74,46,83
5891,19,masculino,Penco,46,59,95
5892,26,femenino,Concepción,57,41,90
5893,23,prefiero no decirlo,Penco,59,98,52
5894,20,masculino,Penco,93,5,59
5895,23,prefiero no decirlo,Concepción,40,18,89
5896,19,masculino,Lota,28,87,30
5897,29,prefiero no decirlo,San Pedro,13,26,33
5898,28,masculino,Concepción,19,78,70
5899,27,femenino,San Pedro,9,63,33
5900,28,prefiero no decirlo,Concepción,39,39,24
5901,24,masculino,Coronel,92,24,88
5902,28,femenino,Arauco,91,50,76
5903,25,femenino,Arauco,59,23,28
5904,29,prefiero no decirlo,Tomé,58,27,40
5905,19,prefiero no decirlo,Concepción,3,8,15
5906,22,masculino,Coronel,45,1,91
5907,26,masculino,San Pedro,62,69,19
5908,22,prefiero no decirlo,Coronel,74,14,76
5909,19,prefiero no decirlo,Hualpén,49,6,96
5910,26,femenino,Coronel,77,33,36
5911,23,prefiero no decirlo,San Pedro,44,7,62
5912,18,masculino,Concepción,36,35,88
5913,24,femenino,Coronel,24,47,88
5914,19,prefiero no decirlo,Coronel,50,66,69
5915,22,femenino,Hualpén,4,29,25
5916,24,femenino,Arauco,55,90,43
5917,24,femenino,Concepción,48,76,20
5918,25,prefiero no decirlo,Coronel,27,15,46
5919,25,masculino,Concepción,73,32,44
5920,26,masculino,Lota,69,53,56
5921,20,masculino,Concepción,85,41,78
5922,21,femenino,Penco,45,41,17
5923,23,femenino,San Pedro,45,60,69
5924,20,femenino,San Pedro,46,91,83
5925,22,femenino,Hualpén,96,5,8
5926,22,masculino,San Pedro,93,91,98
5927,19,masculino,Arauco,89,23,32
5928,18,prefiero no decirlo,Coronel,65,77,86
5929,26,femenino,Tomé,58,62,19
5930,25,masculino,Lota,5,39,55
5931,19,prefiero no decirlo,Hualpén,87,89,16
5932,21,masculino,Coronel,51,21,88
5933,29,prefiero no decirlo,Concepción,70,75,20
5934,20,femenino,Hualpén,92,30,26
5935,20,femenino,San Pedro,94,47,78
5936,27,masculino,Coronel,58,16,20
5937,18,prefiero no decirlo,Tomé,47,95,7
5938,28,prefiero no decirlo,Coronel,10,2,79
5939,20,masculino,Arauco,76,11,36
5940,20,prefiero no decirlo,Coronel,56,71,49
5941,26,masculino,Hualpén,57,45,50
5942,28,masculino,Concepción,67,5,3
5943,28,prefiero no decirlo,Penco,19,89,44
5944,26,prefiero no decirlo,Tomé,17,48,53
5945,28,masculino,Tomé,94,44,69
5946,19,femenino,Concepción,89,36,46
5947,20,masculino,Coronel,45,50,42
5948,26,prefiero no decirlo,Coronel,45,96,76
5949,28,masculino,Penco,9,57,66
5950,26,prefiero no decirlo,Arauco,62,23,60
5951,23,femenino,Tomé,98,76,28
5952,20,prefiero no decirlo,Penco,29,86,29
5953,27,prefiero no decirlo,Concepción,18,85,28
5954,23,masculino,Coronel,84,95,84
5955,19,femenino,Tomé,85,16,44
5956,28,femenino,Tomé,93,92,67
5957,18,prefiero no decirlo,Arauco,56,71,82
5958,19,prefiero no decirlo,Lota,78,89,94
5959,24,femenino,San Pedro,90,35,90
5960,29,prefiero no decirlo,Concepción,1,54,32
5961,22,femenino,Concepción,47,55,71
5962,25,femenino,Tomé,20,29,96
5963,25,masculino,Penco,65,41,91
5964,29,femenino,Hualpén,34,73,37
5965,19,prefiero no decirlo,Concepción,5,93,36
5966,21,prefiero no decirlo,Hualpén,24,62,48
