Estudiante_ID,Edad,Genero,Comuna,Nota_Matemáticas,Nota_Lenguaje,Nota_Ciencias,Promedio_Notas,Rango_Edad
4620,23,femenino,Coronel,34,45,5,28,menor a 25
4621,28,prefiero no decirlo,Arauco,54,55,2,37,mayor de 25
4622,29,femenino,Tomé,44,15,38,32,mayor de 25
4623,26,femenino,Penco,70,86,42,66,mayor de 25
4624,18,prefiero no decirlo,Lota,55,5,62,41,menor a 25
4625,25,prefiero no decirlo,Arauco,94,37,84,72,menor a 25
4626,28,prefiero no decirlo,San Pedro,84,95,3,61,mayor de 25
4627,21,prefiero no decirlo,Hualpén,78,60,1,46,menor a 25
4628,27,masculino,Tomé,99,14,79,64,mayor de 25
4629,19,prefiero no decirlo,Penco,17,61,10,29,menor a 25
4630,22,femenino,Lota,98,93,48,80,menor a 25
4631,27,masculino,Arauco,73,12,24,36,mayor de 25
4632,22,femenino,Coronel,57,16,48,40,menor a 25
4633,21,masculino,Tomé,32,62,9,34,menor a 25
4634,25,masculino,Tomé,97,9,13,40,menor a 25
4635,24,prefiero no decirlo,Lota,33,56,14,34,menor a 25
4636,21,prefiero no decirlo,Penco,98,65,3,55,menor a 25
4637,21,prefiero no decirlo,Hualpén,91,44,26,54,menor a 25
4638,19,femenino,Coronel,29,61,54,48,menor a 25
4639,21,masculino,Lota,99,99,97,98,menor a 25
4640,24,masculino,San Pedro,90,43,63,65,menor a 25
4641,26,masculino,Penco,5,81,51,46,mayor de 25
4642,18,prefiero no decirlo,Coronel,45,8,5,19,menor a 25
4643,22,masculino,Penco,92,11,53,52,menor a 25
4644,19,femenino,Concepción,62,52,36,50,menor a 25
4645,27,masculino,Lota,40,29,83,51,mayor de 25
4646,22,masculino,Hualpén,64,62,72,66,menor a 25
4647,18,masculino,Tomé,17,2,37,19,menor a 25
4648,24,prefiero no decirlo,Penco,96,46,9,50,menor a 25
4649,24,masculino,Tomé,61,93,19,58,menor a 25
4650,21,prefiero no decirlo,Lota,4,87,27,39,menor a 25
4651,20,prefiero no decirlo,Hualpén,40,77,38,52,menor a 25
4652,26,masculino,Penco,79,35,28,47,mayor de 25
4653,23,masculino,Coronel,37,15,26,26,menor a 25
4654,24,prefiero no decirlo,Coronel,43,99,3,48,menor a 25
4655,28,femenino,Hualpén,35,92,79,69,mayor de 25
4656,20,masculino,San Pedro,31,25,98,51,menor a 25
4657,27,masculino,Penco,30,86,79,65,mayor de 25
4658,26,femenino,Tomé,44,36,99,60,mayor de 25
4659,21,prefiero no decirlo,Tomé,52,46,23,40,menor a 25
4660,19,femenino,Lota,41,37,55,44,menor a 25
4661,27,femenino,Tomé,33,19,35,29,mayor de 25
4662,19,masculino,Hualpén,57,46,72,58,menor a 25
4663,19,femenino,Arauco,36,12,97,48,menor a 25
4664,26,masculino,Lota,61,84,59,68,mayor de 25
4665,20,femenino,Hualpén,74,56,17,49,menor a 25
4666,22,masculino,Hualpén,5,31,65,34,menor a 25
4667,25,masculino,Hualpén,7,3,96,35,menor a 25
4668,20,masculino,Hualpén,87,58,77,74,menor a 25
4669,22,prefiero no decirlo,Penco,28,88,85,67,menor a 25
4670,28,prefiero no decirlo,Arauco,78,90,16,61,mayor de 25
4671,24,prefiero no decirlo,Penco,19,50,31,33,menor a 25
4672,25,prefiero no decirlo,Concepción,85,10,35,43,menor a 25
4673,26,masculino,Arauco,25,72,86,61,mayor de 25
4674,23,prefiero no decirlo,Hualpén,54,74,29,52,menor a 25
4675,29,prefiero no decirlo,Hualpén,80,17,21,39,mayor de 25
4676,21,femenino,Lota,64,61,85,70,menor a 25
4677,25,prefiero no decirlo,Penco,28,16,58,34,menor a 25
4678,20,femenino,San Pedro,59,60,51,57,menor a 25
4679,19,masculino,Arauco,85,89,41,72,menor a 25
4680,24,masculino,Lota,55,41,46,47,menor a 25
4681,25,masculino,Hualpén,70,42,29,47,menor a 25
4682,25,prefiero no decirlo,Hualpén,51,87,58,65,menor a 25
4683,21,prefiero no decirlo,Arauco,73,2,95,57,menor a 25
4684,25,femenino,Lota,27,71,5,34,menor a 25
4685,27,masculino,Hualpén,7,72,33,37,mayor de 25
4686,24,femenino,Coronel,13,45,78,45,menor a 25
4687,18,femenino,Concepción,89,73,26,63,menor a 25
4688,21,prefiero no decirlo,San Pedro,52,9,88,50,menor a 25
4689,27,masculino,Concepción,49,1,92,47,mayor de 25
4690,29,prefiero no decirlo,Tomé,87,26,99,71,mayor de 25
4691,29,masculino,Hualpén,6,98,29,44,mayor de 25
4692,22,masculino,Coronel,92,13,20,42,menor a 25
4693,27,masculino,Arauco,88,42,65,65,mayor de 25
4694,29,masculino,San Pedro,23,69,94,62,mayor de 25
4695,28,masculino,Lota,92,68,30,63,mayor de 25
4696,24,masculino,Concepción,31,69,67,56,menor a 25
4697,19,masculino,Coronel,87,25,20,44,menor a 25
4698,26,masculino,Arauco,25,19,80,41,mayor de 25
4699,29,femenino,Coronel,62,7,21,30,mayor de 25
4700,18,prefiero no decirlo,Tomé,56,25,42,41,menor a 25
4701,27,prefiero no decirlo,Tomé,32,31,17,27,mayor de 25
4702,25,femenino,San Pedro,91,1,49,47,menor a 25
4703,22,femenino,Concepción,19,2,70,30,menor a 25
4704,21,prefiero no decirlo,Coronel,3,20,96,40,menor a 25
4705,21,prefiero no decirlo,San Pedro,86,69,34,63,menor a 25
4706,25,prefiero no decirlo,Arauco,90,74,22,62,menor a 25
4707,27,masculino,Arauco,52,62,83,66,mayor de 25
4708,22,femenino,Arauco,49,93,99,80,menor a 25
4709,28,masculino,Penco,59,88,56,68,mayor de 25
4710,18,prefiero no decirlo,Arauco,61,31,16,36,menor a 25
4711,26,femenino,Arauco,42,49,97,63,mayor de 25
4712,24,masculino,Penco,35,77,81,64,menor a 25
4713,27,femenino,San Pedro,70,51,57,59,mayor de 25
4714,25,prefiero no decirlo,San Pedro,44,59,74,59,menor a 25
4715,24,prefiero no decirlo,Lota,81,88,13,61,menor a 25
4716,25,masculino,San Pedro,57,60,11,43,menor a 25
4717,25,prefiero no decirlo,Penco,81,27,92,67,menor a 25
4718,20,prefiero no decirlo,San Pedro,64,99,98,87,menor a 25
4719,22,femenino,Tomé,77,20,76,58,menor a 25
4720,26,prefiero no decirlo,Arauco,33,56,16,35,mayor de 25
4721,23,masculino,Lota,56,19,25,33,menor a 25
4722,23,masculino,Arauco,56,86,25,56,menor a 25
4723,22,femenino,Penco,38,85,18,47,menor a 25
4724,26,prefiero no decirlo,Hualpén,39,69,25,44,mayor de 25
4725,24,masculino,Tomé,66,16,76,53,menor a 25
4726,20,prefiero no decirlo,Concepción,36,79,40,52,menor a 25
4727,19,prefiero no decirlo,Concepción,53,16,25,31,menor a 25
4728,27,femenino,Coronel,16,53,29,33,mayor de 25
4729,20,masculino,Penco,82,47,88,72,menor a 25
4730,21,prefiero no decirlo,Concepción,87,70,45,67,menor a 25
4731,25,prefiero no decirlo,San Pedro,26,21,47,31,menor a 25
4732,23,femenino,Coronel,50,23,19,31,menor a 25
4733,18,masculino,Tomé,93,88,9,63,menor a 25
4734,20,prefiero no decirlo,San Pedro,37,68,12,39,menor a 25
4735,25,prefiero no decirlo,Coronel,11,82,59,51,menor a 25
4736,24,prefiero no decirlo,Concepción,30,98,66,65,menor a 25
4737,18,masculino,Lota,6,52,3,20,menor a 25
4738,22,prefiero no decirlo,San Pedro,89,98,25,71,menor a 25
4739,24,prefiero no decirlo,San Pedro,40,39,27,35,menor a 25
4740,21,prefiero no decirlo,Hualpén,73,38,97,69,menor a 25
4741,29,femenino,Tomé,48,25,78,50,mayor de 25
4742,20,femenino,Hualpén,77,50,23,50,menor a 25
4743,22,masculino,Arauco,66,49,14,43,menor a 25
4744,25,masculino,San Pedro,9,18,95,41,menor a 25
4745,20,prefiero no decirlo,Concepción,93,8,60,54,menor a 25
4746,21,masculino,Lota,69,98,52,73,menor a 25
4747,21,prefiero no decirlo,Tomé,98,17,91,69,menor a 25
4748,20,masculino,Concepción,42,12,63,39,menor a 25
4749,20,femenino,Arauco,54,84,67,68,menor a 25
4750,27,prefiero no decirlo,Coronel,7,50,81,46,mayor de 25
4751,22,femenino,Coronel,37,11,99,49,menor a 25
4752,24,masculino,Lota,66,43,35,48,menor a 25
4753,22,femenino,San Pedro,55,29,79,54,menor a 25
4754,28,femenino,Tomé,77,18,18,38,mayor de 25
4755,25,femenino,Coronel,84,80,87,84,menor a 25
4756,26,femenino,Concepción,76,86,26,63,mayor de 25
4757,24,femenino,Coronel,88,19,65,57,menor a 25
4758,24,prefiero no decirlo,Hualpén,17,44,92,51,menor a 25
4759,27,femenino,Concepción,22,94,88,68,mayor de 25
4760,20,femenino,Concepción,38,53,5,32,menor a 25
4761,25,prefiero no decirlo,Arauco,22,64,8,31,menor a 25
4762,29,prefiero no decirlo,Tomé,65,3,40,36,mayor de 25
4763,22,femenino,Coronel,7,25,10,14,menor a 25
4764,26,masculino,Concepción,36,35,58,43,mayor de 25
4765,26,prefiero no decirlo,Lota,13,49,64,42,mayor de 25
4766,23,masculino,Arauco,33,57,12,34,menor a 25
4767,21,masculino,Arauco,40,59,34,44,menor a 25
4768,24,femenino,San Pedro,33,71,40,48,menor a 25
4769,26,masculino,Arauco,25,47,1,24,mayor de 25
4770,28,masculino,Tomé,33,39,24,32,mayor de 25
4771,24,femenino,Penco,63,18,18,33,menor a 25
4772,18,prefiero no decirlo,Coronel,90,73,32,65,menor a 25
4773,27,prefiero no decirlo,Coronel,10,14,71,32,mayor de 25
4774,29,masculino,Lota,74,94,61,76,mayor de 25
4775,19,femenino,Coronel,13,35,66,38,menor a 25
4776,23,masculino,San Pedro,51,75,24,50,menor a 25
4777,27,prefiero no decirlo,Coronel,27,27,75,43,mayor de 25
4778,29,masculino,Coronel,32,60,94,62,mayor de 25
4779,28,masculino,Coronel,23,17,50,30,mayor de 25
4780,21,masculino,Concepción,89,50,30,56,menor a 25
4781,19,prefiero no decirlo,Lota,85,13,22,40,menor a 25
4782,27,masculino,Concepción,69,7,1,26,mayor de 25
4783,23,prefiero no decirlo,San Pedro,97,6,65,56,menor a 25
4784,22,masculino,Coronel,70,23,24,39,menor a 25
4785,21,femenino,Coronel,43,54,28,42,menor a 25
4786,25,masculino,Penco,72,36,66,58,menor a 25
4787,22,masculino,Coronel,49,21,59,43,menor a 25
4788,21,masculino,Coronel,13,1,96,37,menor a 25
4789,24,masculino,Concepción,36,52,82,57,menor a 25
4790,27,femenino,Concepción,99,10,13,41,mayor de 25
4791,25,femenino,Tomé,74,2,44,40,menor a 25
4792,18,femenino,San Pedro,89,28,32,50,menor a 25
4793,19,masculino,Lota,83,45,55,61,menor a 25
4794,25,masculino,Penco,86,76,28,63,menor a 25
4795,25,femenino,Coronel,87,78,15,60,menor a 25
4796,28,prefiero no decirlo,Coronel,32,52,40,41,mayor de 25
4797,28,masculino,Penco,21,88,59,56,mayor de 25
4798,23,prefiero no decirlo,Tomé,20,48,8,25,menor a 25
4799,26,masculino,Concepción,99,99,92,97,mayor de 25
4800,27,femenino,San Pedro,59,50,8,39,mayor de 25
4801,26,prefiero no decirlo,Lota,88,64,2,51,mayor de 25
4802,21,prefiero no decirlo,San Pedro,2,76,61,46,menor a 25
4803,21,femenino,Tomé,59,84,29,57,menor a 25
4804,26,masculino,Coronel,59,43,64,55,mayor de 25
4805,24,femenino,Hualpén,97,1,97,65,menor a 25
4806,28,femenino,Coronel,94,14,99,69,mayor de 25
4807,24,prefiero no decirlo,Penco,33,41,86,53,menor a 25
4808,20,masculino,Tomé,84,99,88,90,menor a 25
4809,28,femenino,Hualpén,10,87,3,33,mayor de 25
4810,23,prefiero no decirlo,Coronel,48,2,98,49,menor a 25
4811,28,masculino,Coronel,79,61,56,65,mayor de 25
4812,21,femenino,Lota,8,54,33,32,menor a 25
4813,29,femenino,Arauco,92,26,58,59,mayor de 25
4814,19,prefiero no decirlo,Coronel,82,11,65,53,menor a 25
4815,22,femenino,Arauco,61,75,66,67,menor a 25
4816,29,masculino,San Pedro,17,13,96,42,mayor de 25
4817,22,femenino,Coronel,68,51,39,53,menor a 25
4818,19,masculino,Penco,11,83,4,33,menor a 25
4819,26,prefiero no decirlo,Lota,26,40,4,23,mayor de 25
4820,28,prefiero no decirlo,Coronel,41,41,51,44,mayor de 25
4821,28,femenino,Concepción,48,83,75,69,mayor de 25
4822,29,masculino,Tomé,22,20,39,27,mayor de 25
4823,22,prefiero no decirlo,San Pedro,78,88,82,83,menor a 25
4824,28,femenino,San Pedro,37,86,36,53,mayor de 25
4825,20,masculino,Hualpén,69,85,76,77,menor a 25
4826,20,femenino,Concepción,21,35,3,20,menor a 25
4827,25,prefiero no decirlo,Lota,59,34,20,38,menor a 25
4828,18,femenino,Arauco,83,44,37,55,menor a 25
4829,22,masculino,Tomé,4,96,41,47,menor a 25
4830,28,prefiero no decirlo,Arauco,24,25,44,31,mayor de 25
4831,22,prefiero no decirlo,Lota,57,20,73,50,menor a 25
4832,26,femenino,Penco,91,19,6,39,mayor de 25
4833,20,masculino,Concepción,72,11,99,61,menor a 25
4834,25,masculino,Hualpén,40,1,47,29,menor a 25
4835,29,prefiero no decirlo,Penco,79,37,25,47,mayor de 25
4836,25,prefiero no decirlo,San Pedro,26,44,96,55,menor a 25
4837,28,prefiero no decirlo,Coronel,12,75,15,34,mayor de 25
4838,28,prefiero no decirlo,Concepción,69,15,15,33,mayor de 25
4839,22,prefiero no decirlo,Lota,39,77,83,66,menor a 25
4840,21,prefiero no decirlo,Tomé,23,41,86,50,menor a 25
4841,29,masculino,Hualpén,69,27,36,44,mayor de 25
4842,29,masculino,Penco,83,19,21,41,mayor de 25
4843,29,masculino,Lota,34,1,42,26,mayor de 25
4844,27,masculino,Lota,90,62,9,54,mayor de 25
4845,19,masculino,San Pedro,10,53,66,43,menor a 25
4846,21,prefiero no decirlo,Lota,50,52,63,55,menor a 25
4847,19,masculino,Lota,9,10,37,19,menor a 25
4848,29,femenino,Tomé,5,18,71,31,mayor de 25
4849,28,masculino,Arauco,14,98,60,57,mayor de 25
4850,21,masculino,San Pedro,28,19,66,38,menor a 25
4851,19,femenino,Lota,17,11,18,15,menor a 25
4852,24,masculino,Concepción,53,55,57,55,menor a 25
4853,19,femenino,Lota,15,51,88,51,menor a 25
4854,27,masculino,Concepción,63,95,97,85,mayor de 25
4855,21,femenino,Coronel,23,7,72,34,menor a 25
4856,24,femenino,San Pedro,18,7,52,26,menor a 25
4857,25,prefiero no decirlo,Tomé,19,35,34,29,menor a 25
4858,28,masculino,Concepción,92,6,17,38,mayor de 25
4859,25,masculino,Concepción,44,10,41,32,menor a 25
4860,18,prefiero no decirlo,Tomé,41,33,47,40,menor a 25
4861,20,femenino,San Pedro,40,52,45,46,menor a 25
4862,28,prefiero no decirlo,Lota,33,6,95,45,mayor de 25
4863,21,masculino,Tomé,71,85,23,60,menor a 25
4864,27,prefiero no decirlo,Tomé,89,49,4,47,mayor de 25
4865,18,prefiero no decirlo,Lota,57,23,93,58,menor a 25
4866,19,femenino,Arauco,73,45,23,47,menor a 25
4867,18,prefiero no decirlo,Lota,95,97,33,75,menor a 25
4868,22,masculino,Penco,24,84,38,49,menor a 25
4869,23,masculino,San Pedro,55,37,30,41,menor a 25
4870,25,masculino,Hualpén,17,27,83,42,menor a 25
4871,27,prefiero no decirlo,Hualpén,42,98,29,56,mayor de 25
4872,18,masculino,Concepción,45,14,69,43,menor a 25
4873,25,femenino,Penco,95,38,27,53,menor a 25
4874,18,femenino,San Pedro,99,54,87,80,menor a 25
4875,27,femenino,Concepción,91,51,64,69,mayor de 25
4876,22,femenino,Hualpén,1,46,77,41,menor a 25
4877,24,masculino,Lota,54,75,48,59,menor a 25
4878,27,masculino,Coronel,55,50,31,45,mayor de 25
4879,24,masculino,Lota,21,86,84,64,menor a 25
4880,27,femenino,Arauco,3,38,58,33,mayor de 25
4881,20,masculino,Hualpén,75,86,82,81,menor a 25
4882,25,masculino,Hualpén,88,93,32,71,menor a 25
4883,23,masculino,Hualpén,20,27,27,25,menor a 25
4884,20,masculino,Hualpén,43,68,67,59,menor a 25
4885,26,femenino,Penco,86,95,44,75,mayor de 25
4886,23,masculino,Lota,93,10,11,38,menor a 25
4887,25,femenino,San Pedro,7,93,63,54,menor a 25
4888,28,femenino,Coronel,99,40,11,50,mayor de 25
4889,28,femenino,Lota,51,78,69,66,mayor de 25
4890,19,masculino,Concepción,93,94,92,93,menor a 25
4891,28,femenino,Coronel,99,89,9,66,mayor de 25
4892,28,masculino,Concepción,60,38,63,54,mayor de 25
4893,26,masculino,Penco,37,33,91,54,mayor de 25
4894,20,masculino,Penco,98,11,19,43,menor a 25
4895,26,femenino,Hualpén,83,74,8,55,mayor de 25
4896,22,prefiero no decirlo,Concepción,29,27,50,35,menor a 25
4897,26,prefiero no decirlo,Hualpén,6,53,94,51,mayor de 25
4898,25,prefiero no decirlo,Lota,49,42,95,62,menor a 25
4899,26,masculino,Concepción,29,23,16,23,mayor de 25
4900,27,femenino,Penco,9,98,77,61,mayor de 25
4901,20,femenino,Tomé,71,37,1,36,menor a 25
4902,29,masculino,Penco,33,25,31,30,mayor de 25
4903,26,femenino,Concepción,38,97,30,55,mayor de 25
4904,26,femenino,Coronel,40,93,72,68,mayor de 25
4905,28,prefiero no decirlo,Tomé,39,42,1,27,mayor de 25
4906,24,masculino,Coronel,34,81,24,46,menor a 25
4907,28,prefiero no decirlo,San Pedro,45,29,75,50,mayor de 25
4908,19,masculino,Concepción,13,99,79,64,menor a 25
4909,25,masculino,Coronel,30,34,67,44,menor a 25
4910,19,masculino,Coronel,44,71,23,46,menor a 25
4911,23,masculino,Concepción,32,33,51,39,menor a 25
4912,23,femenino,Lota,88,71,80,80,menor a 25
4913,26,prefiero no decirlo,Arauco,23,45,90,53,mayor de 25
4914,20,femenino,Tomé,38,42,34,38,menor a 25
4915,18,masculino,Arauco,21,84,88,64,menor a 25
4916,22,masculino,Coronel,97,90,89,92,menor a 25
4917,21,femenino,San Pedro,84,79,21,61,menor a 25
4918,24,femenino,Concepción,10,77,98,62,menor a 25
4919,18,femenino,Concepción,23,16,9,16,menor a 25
4920,19,femenino,Coronel,42,18,75,45,menor a 25
4921,29,prefiero no decirlo,Coronel,75,42,7,41,mayor de 25
4922,24,prefiero no decirlo,Coronel,85,60,92,79,menor a 25
4923,28,femenino,Coronel,71,46,25,47,mayor de 25
4924,28,masculino,San Pedro,38,97,83,73,mayor de 25
4925,22,femenino,Arauco,92,61,74,76,menor a 25
4926,29,masculino,Penco,57,31,16,35,mayor de 25
4927,23,masculino,Lota,18,17,28,21,menor a 25
4928,25,prefiero no decirlo,Coronel,82,47,3,44,menor a 25
4929,28,masculino,Coronel,28,54,84,55,mayor de 25
4930,21,masculino,Coronel,4,49,93,49,menor a 25
4931,21,masculino,Coronel,96,58,66,73,menor a 25
4932,24,masculino,Tomé,72,82,20,58,menor a 25
4933,27,masculino,Coronel,37,94,74,68,mayor de 25
4934,21,femenino,Concepción,26,2,68,32,menor a 25
4935,22,masculino,San Pedro,35,39,61,45,menor a 25
4936,20,prefiero no decirlo,Hualpén,50,99,2,50,menor a 25
4937,28,masculino,Hualpén,64,18,11,31,mayor de 25
4938,18,masculino,Arauco,98,55,13,55,menor a 25
4939,26,prefiero no decirlo,Lota,88,50,1,46,mayor de 25
4940,24,masculino,San Pedro,55,17,70,47,menor a 25
4941,29,masculino,Arauco,57,84,90,77,mayor de 25
4942,21,femenino,Concepción,60,99,14,58,menor a 25
4943,28,prefiero no decirlo,Penco,58,62,65,62,mayor de 25
4944,26,prefiero no decirlo,San Pedro,66,12,89,56,mayor de 25
4945,22,masculino,Concepción,18,47,44,36,menor a 25
4946,23,prefiero no decirlo,Coronel,21,72,36,43,menor a 25
4947,26,prefiero no decirlo,Tomé,8,66,62,45,mayor de 25
4948,20,femenino,Lota,17,90,29,45,menor a 25
4949,26,masculino,Hualpén,14,71,85,57,mayor de 25
4950,25,prefiero no decirlo,Hualpén,34,62,56,51,menor a 25
4951,21,prefiero no decirlo,Tomé,11,7,35,18,menor a 25
4952,28,femenino,San Pedro,61,66,71,66,mayor de 25
4953,24,masculino,Lota,93,54,36,61,menor a 25
4954,25,masculino,Hualpén,95,1,23,40,menor a 25
4955,25,masculino,Coronel,72,97,99,89,menor a 25
4956,24,femenino,Coronel,66,33,44,48,menor a 25
4957,19,prefiero no decirlo,Penco,19,45,50,38,menor a 25
4958,24,masculino,Tomé,66,1,61,43,menor a 25
4959,29,masculino,Arauco,6,35,46,29,mayor de 25
4960,29,masculino,Concepción,11,97,62,57,mayor de 25
4961,23,prefiero no decirlo,Tomé,71,91,80,81,menor a 25
4962,23,masculino,Penco,43,77,68,63,menor a 25
4963,24,prefiero no decirlo,Lota,61,57,60,59,menor a 25
4964,22,prefiero no decirlo,Hualpén,74,43,66,61,menor a 25
4965,26,masculino,Penco,44,89,14,49,mayor de 25
4966,18,femenino,Hualpén,33,93,40,55,menor a 25
4967,29,femenino,Arauco,77,65,24,55,mayor de 25
4968,26,femenino,Tomé,65,53,24,47,mayor de 25
4969,25,prefiero no decirlo,Concepción,31,59,85,58,menor a 25
4970,25,masculino,Coronel,70,66,16,51,menor a 25
4971,29,masculino,Penco,96,32,3,44,mayor de 25
4972,18,femenino,Concepción,76,59,5,47,menor a 25
4973,21,prefiero no decirlo,Tomé,31,18,87,45,menor a 25
4974,20,masculino,Tomé,36,72,82,63,menor a 25
4975,20,masculino,Penco,5,78,40,41,menor a 25
4976,19,femenino,Penco,34,33,34,34,menor a 25
4977,18,femenino,Coronel,48,53,54,52,menor a 25
4978,27,prefiero no decirlo,Hualpén,12,97,20,43,mayor de 25
4979,22,masculino,Tomé,35,50,50,45,menor a 25
4980,19,femenino,Coronel,14,62,32,36,menor a 25
4981,18,femenino,Hualpén,66,15,65,49,menor a 25
4982,23,femenino,Tomé,42,25,23,30,menor a 25
4983,22,femenino,Arauco,97,90,60,82,menor a 25
4984,22,masculino,Penco,35,21,17,24,menor a 25
4985,24,prefiero no decirlo,Tomé,88,93,66,82,menor a 25
4986,24,prefiero no decirlo,Arauco,55,98,31,61,menor a 25
4987,21,femenino,Tomé,53,30,47,43,menor a 25
4988,19,masculino,Hualpén,88,84,47,73,menor a 25
4989,29,femenino,San Pedro,77,66,48,64,mayor de 25
4990,18,masculino,Tomé,51,43,5,33,menor a 25
4991,25,femenino,Arauco,44,71,68,61,menor a 25
4992,24,masculino,Lota,38,48,37,41,menor a 25
4993,28,femenino,Penco,56,12,72,47,mayor de 25
4994,28,prefiero no decirlo,Arauco,41,38,97,59,mayor de 25
4995,21,masculino,Penco,38,54,7,33,menor a 25
4996,29,prefiero no decirlo,Hualpén,81,6,55,47,mayor de 25
4997,21,femenino,Concepción,5,33,11,16,menor a 25
4998,18,femenino,Lota,86,88,90,88,menor a 25
4999,21,femenino,Tomé,43,85,16,48,menor a 25
5000,28,prefiero no decirlo,Arauco,76,34,1,37,mayor de 25
5001,18,femenino,Penco,94,91,11,65,menor a 25
5002,29,masculino,Tomé,41,6,93,47,mayor de 25
5003,28,prefiero no decirlo,Coronel,17,17,92,42,mayor de 25
5004,24,masculino,Penco,37,48,6,30,menor a 25
5005,29,femenino,Lota,69,13,12,31,mayor de 25
5006,25,masculino,Coronel,89,44,47,60,menor a 25
5007,21,femenino,Lota,52,65,86,68,menor a 25
5008,25,prefiero no decirlo,Tomé,57,32,44,44,menor a 25
5009,29,prefiero no decirlo,Tomé,67,93,52,71,mayor de 25
5010,19,femenino,San Pedro,62,32,28,41,menor a 25
5011,18,masculino,Tomé,25,11,52,29,menor a 25
5012,24,masculino,Lota,10,67,35,37,menor a 25
5013,28,masculino,Tomé,92,89,64,82,mayor de 25
5014,23,femenino,Coronel,21,93,76,63,menor a 25
5015,18,prefiero no decirlo,San Pedro,97,54,2,51,menor a 25
5016,24,femenino,Concepción,89,23,34,49,menor a 25
5017,25,prefiero no decirlo,Coronel,13,80,93,62,menor a 25
5018,24,prefiero no decirlo,Hualpén,91,20,23,45,menor a 25
5019,27,femenino,Coronel,28,64,17,36,mayor de 25
5020,21,prefiero no decirlo,Arauco,63,50,66,60,menor a 25
5021,27,femenino,Concepción,86,44,91,74,mayor de 25
5022,25,masculino,Concepción,75,79,64,73,menor a 25
5023,18,femenino,Arauco,73,71,75,73,menor a 25
5024,27,masculino,Penco,43,90,55,63,mayor de 25
5025,23,masculino,Penco,71,71,80,74,menor a 25
5026,18,masculino,Arauco,64,13,60,46,menor a 25
5027,23,femenino,San Pedro,91,72,37,67,menor a 25
5028,27,prefiero no decirlo,Tomé,53,26,1,27,mayor de 25
5029,19,femenino,Hualpén,53,94,56,68,menor a 25
5030,27,masculino,Arauco,52,68,78,66,mayor de 25
5031,28,femenino,Arauco,21,68,79,56,mayor de 25
5032,25,femenino,Concepción,56,13,34,34,menor a 25
5033,20,femenino,Arauco,44,87,96,76,menor a 25
5034,24,masculino,Hualpén,85,88,69,81,menor a 25
5035,27,masculino,Coronel,63,71,42,59,mayor de 25
5036,19,femenino,Arauco,77,8,64,50,menor a 25
5037,26,masculino,Coronel,95,92,57,81,mayor de 25
5038,22,femenino,Coronel,71,25,43,46,menor a 25
5039,22,prefiero no decirlo,Coronel,37,85,23,48,menor a 25
5040,24,femenino,Arauco,68,24,14,35,menor a 25
5041,18,masculino,Lota,55,33,22,37,menor a 25
5042,22,prefiero no decirlo,Penco,76,14,79,56,menor a 25
5043,27,masculino,Arauco,41,94,52,62,mayor de 25
5044,22,prefiero no decirlo,Arauco,15,45,43,34,menor a 25
5045,22,prefiero no decirlo,Coronel,51,46,85,61,menor a 25
5046,26,masculino,Penco,45,33,73,50,mayor de 25
5047,24,masculino,San Pedro,16,9,27,17,menor a 25
5048,19,femenino,Coronel,93,39,7,46,menor a 25
5049,24,masculino,Lota,77,72,21,57,menor a 25
5050,21,masculino,Tomé,78,68,40,62,menor a 25
5051,28,masculino,Coronel,34,2,93,43,mayor de 25
5052,20,prefiero no decirlo,Tomé,26,69,97,64,menor a 25
5053,28,prefiero no decirlo,San Pedro,57,20,35,37,mayor de 25
5054,27,prefiero no decirlo,Arauco,83,83,71,79,mayor de 25
5055,18,masculino,Penco,90,70,45,68,menor a 25
5056,21,prefiero no decirlo,Penco,66,64,20,50,menor a 25
5057,20,femenino,Tomé,9,25,3,12,menor a 25
5058,20,prefiero no decirlo,Penco,72,30,81,61,menor a 25
5059,29,femenino,Tomé,83,95,20,66,mayor de 25
5060,29,masculino,Tomé,1,85,34,40,mayor de 25
5061,28,masculino,Arauco,38,13,26,26,mayor de 25
5062,18,prefiero no decirlo,Tomé,31,13,10,18,menor a 25
5063,18,prefiero no decirlo,Hualpén,57,81,29,56,menor a 25
5064,18,masculino,Hualpén,33,88,37,53,menor a 25
5065,29,masculino,Penco,66,14,63,48,mayor de 25
5066,25,femenino,Lota,35,72,62,56,menor a 25
5067,22,femenino,San Pedro,82,27,93,67,menor a 25
5068,25,masculino,Tomé,33,6,88,42,menor a 25
5069,25,femenino,Penco,96,83,89,89,menor a 25
5070,23,prefiero no decirlo,Hualpén,88,86,71,82,menor a 25
5071,21,femenino,Coronel,91,42,55,63,menor a 25
5072,23,femenino,Lota,17,23,66,35,menor a 25
5073,27,masculino,Coronel,31,93,37,54,mayor de 25
5074,27,masculino,Hualpén,99,29,24,51,mayor de 25
5075,29,femenino,Concepción,87,48,96,77,mayor de 25
5076,19,prefiero no decirlo,Lota,40,52,38,43,menor a 25
5077,28,prefiero no decirlo,Penco,56,81,65,67,mayor de 25
5078,18,masculino,Tomé,8,19,55,27,menor a 25
5079,25,femenino,San Pedro,15,32,30,26,menor a 25
5080,18,femenino,Penco,80,73,43,65,menor a 25
5081,19,femenino,Tomé,24,82,2,36,menor a 25
